2018/05/22-14:23:06.639,0,-2207,-109,4937756,4936900,-2919
2018/05/22-14:23:07.513,1,-465,-69,5005138,5004125,821
2018/05/22-14:23:08.510,0,-2180,-109,4938049,4936900,-483
2018/05/22-14:23:09.508,1,-188,-69,5004996,5004125,7510
2018/05/22-14:23:10.506,0,-2303,-109,4937849,4936900,3279
2018/05/22-14:23:11.504,1,572,-69,5004680,5004125,4117
2018/05/22-14:23:12.502,0,-2574,-109,4937522,4936900,595
2018/05/22-14:23:13.500,1,394,-69,5004675,5004125,-5381
2018/05/22-14:23:14.498,0,-2373,-109,4937619,4936900,-8756
2018/05/22-14:23:15.495,1,-338,-69,5004668,5004125,-6830
2018/05/22-14:23:16.493,0,-2218,-109,4937711,4936900,-6990
2018/05/22-14:23:17.492,1,-236,-69,5004743,5004125,2819
2018/05/22-14:23:18.489,0,-2518,-109,4937831,4936900,1871
2018/05/22-14:23:19.487,1,-184,-69,5004976,5004125,7322
2018/05/22-14:23:20.485,0,-2501,-109,4938049,4936900,3278
2018/05/22-14:23:21.483,1,-242,-69,5004984,5004125,3647
2018/05/22-14:23:22.481,0,-2290,-109,4937990,4936900,-1528
2018/05/22-14:23:23.479,1,-34,-69,5004904,5004125,-5929
2018/05/22-14:23:24.477,0,-2388,-293,4937739,4933515,-6905
2018/05/22-14:23:25.475,1,-448,-160,5004865,5000924,-5363
2018/05/22-14:23:26.473,0,-2505,-293,4937593,4933515,-2524
2018/05/22-14:23:27.470,1,-1030,-160,5004722,5000924,4517
2018/05/22-14:23:28.468,0,-2441,-293,4937561,4933515,1408
2018/05/22-14:23:29.466,1,-299,-160,5004572,5000924,7031
2018/05/22-14:23:30.464,0,-2360,-293,4937428,4933515,1361
2018/05/22-14:23:31.462,1,197,-160,5004533,5000924,-1388
2018/05/22-14:23:32.460,0,-2336,-293,4937336,4933515,-6474
2018/05/22-14:23:33.458,1,-216,-160,5004355,5000924,-6698
2018/05/22-14:23:34.455,0,-2370,-293,4937461,4933515,-5205
2018/05/22-14:23:35.453,1,-124,-160,5004251,5000924,3189
2018/05/22-14:23:36.451,0,-2480,-293,4937610,4933515,3495
2018/05/22-14:23:37.449,1,-50,-160,5004478,5000924,7123
2018/05/22-14:23:38.447,0,-2502,-293,4937499,4933515,1569
2018/05/22-14:23:39.445,1,-66,-160,5004475,5000924,-2031
2018/05/22-14:23:40.443,0,-2400,-293,4937459,4933515,-6792
2018/05/22-14:23:41.440,1,69,-160,5004466,5000924,-6836
2018/05/22-14:23:42.438,0,-2435,-293,4937681,4933515,-3651
2018/05/22-14:23:43.436,1,-26,-160,5004725,5000924,4143
2018/05/22-14:23:44.434,0,-2565,-605,4937819,4936045,2762
2018/05/22-14:23:45.432,1,-102,-285,5004781,5003225,7123
2018/05/22-14:23:46.430,0,-2503,-605,4937936,4936045,977
2018/05/22-14:23:47.428,1,48,-285,5004829,5003225,-2186
2018/05/22-14:23:48.425,0,-2377,-605,4937842,4936045,-8248
2018/05/22-14:23:49.423,1,111,-285,5004852,5003225,-6976
2018/05/22-14:23:50.421,0,-2450,-605,4937479,4936045,-6117
2018/05/22-14:23:51.419,1,-31,-285,5004691,5003225,2080
2018/05/22-14:23:52.417,0,-2579,-605,4937493,4936045,1558
2018/05/22-14:23:53.415,1,-37,-285,5004642,5003225,7589
2018/05/22-14:23:54.413,0,-2537,-605,4937832,4936045,3478
2018/05/22-14:23:55.410,1,147,-285,5004671,5003225,3489
2018/05/22-14:23:56.408,0,-2395,-605,4937783,4936045,-2977
2018/05/22-14:23:57.406,1,222,-285,5004735,5003225,-5535
2018/05/22-14:23:58.404,0,-2381,-605,4937491,4936045,-8342
2018/05/22-14:23:59.402,1,153,-285,5004628,5003225,-4542
2018/05/22-14:24:00.400,0,-2488,-605,4937626,4936045,-3925
2018/05/22-14:24:01.398,1,54,-285,5004520,5003225,3160
2018/05/22-14:24:02.395,0,-2527,-605,4937828,4936045,320
2018/05/22-14:24:03.393,1,59,-285,5004783,5003225,7082
2018/05/22-14:24:04.391,0,-2494,-1043,4937790,4939203,2798
2018/05/22-14:24:05.389,1,190,-417,5004993,5006108,3410
2018/05/22-14:24:06.387,0,-2460,-1043,4937860,4939203,-1389
2018/05/22-14:24:07.385,1,268,-417,5004876,5006108,-5692
2018/05/22-14:24:08.383,0,-2437,-1043,4937899,4939203,-7735
2018/05/22-14:24:09.381,1,222,-417,5004805,5006108,-4225
2018/05/22-14:24:10.378,0,-2517,-1043,4937819,4939203,-3531
2018/05/22-14:24:11.376,1,141,-417,5004787,5006108,3727
2018/05/22-14:24:12.374,0,-2643,-1043,4937795,4939203,3044
2018/05/22-14:24:13.372,1,97,-417,5004746,5006108,7108
2018/05/22-14:24:14.370,0,-2646,-1043,4937905,4939203,-921
2018/05/22-14:24:15.367,1,110,-417,5004776,5006108,566
2018/05/22-14:24:16.365,0,-2570,-1043,4937962,4939203,-3436
2018/05/22-14:24:17.363,1,355,-417,5004786,5006108,-7318
2018/05/22-14:24:18.361,0,-2540,-1043,4937850,4939203,-8157
2018/05/22-14:24:19.359,1,525,-417,5004869,5006108,-553
2018/05/22-14:24:20.357,0,-2671,-1043,4937904,4939203,-3383
2018/05/22-14:24:21.355,1,282,-417,5005007,5006108,7457
2018/05/22-14:24:22.353,0,-2672,-1043,4938024,4939203,3488
2018/05/22-14:24:23.351,1,195,-417,5005001,5006108,4729
2018/05/22-14:24:24.349,0,-2495,-1562,4937906,4939647,-1756
2018/05/22-14:24:25.346,1,410,-516,5004942,5006595,-5651
2018/05/22-14:24:26.344,0,-2529,-1562,4937901,4939647,-6809
2018/05/22-14:24:27.342,1,437,-516,5004989,5006595,-2757
2018/05/22-14:24:28.340,0,-2615,-1562,4937989,4939647,-2833
2018/05/22-14:24:29.338,1,299,-516,5004947,5006595,6861
2018/05/22-14:24:30.335,0,-2604,-1562,4937829,4939647,2043
2018/05/22-14:24:31.333,1,345,-516,5004851,5006595,3408
2018/05/22-14:24:32.331,0,-2618,-1562,4937836,4939647,-2412
2018/05/22-14:24:33.329,1,479,-516,5004948,5006595,-6479
